ID	scientificName	authorship	rank	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpither	appendedPhrase	publishedInID	publishedInPage	publishedInYear	original	code	status	link	remarks
1123	Sepidium vietaeformis Reitter, 1914	Reitter, 1914	species	Sepidium													
1427	Clinocranion latemarginatum Péringuey, 1885	Péringuey, 1885	species	Clinocranion													
296	Psammodes rufostriatus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammodes													
722	Ocnodes (Ocnodes) lanceolatus Koch, 1953	Koch, 1953	species	Ocnodes													
786	Ocnodes (Ocnodes) vaticinus Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
1182	Ethmus (Ethmus) barbosai Koch, 1954	Koch, 1954	species	Ethmus													
1196	Ethmus incostatus Gebien, 1910	Gebien, 1910	species	Ethmus													
075430b1-83ca4-d7bf6-0bcfe-9e99c476a	Trachynotus		genus														
139	Moluris discoidea Guérin-Méneville, 1845	Guérin-Méneville, 1845	species	Moluris													
155	Phrynocolus (Phrynocolopsis) frondosus Gerstaecker, 1871	Gerstaecker, 1871	species	Phrynocolus													
1349	Ossiporis terrena zoutpansbergensis Koch, 1953	Koch, 1953	subsp.	Ossiporis			zoutpansbergensis										
143	Moluris gibbosa Thunberg, 1787	Thunberg, 1787	species	Moluris													
254	Psammodes lucidus Fåhraeus, 1870	Fåhraeus, 1870	species	Psammodes													
290	Psammodes raucus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammodes													
1177	Ethmus (Ethmophobes) latus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Ethmus													
397	Melanolophus picteti septemcostatus Fairmaire, 1882	Fairmaire, 1882	subsp.	Melanolophus			septemcostatus										
551	Moluris pierreti Amyot, 1835	Amyot, 1835	species	Moluris													
7e7a8932-a40d0-09e88-9e36f-54875330a	Trachynotidus		genus														
110	Distretus (Distretus) variolosus Guérin-Méneville, 1854	Guérin-Méneville, 1854	species	Distretus													
902	Phanerotomea lanceolatus Koch, 1953	Koch, 1953	species	Phanerotomea													
1474	Tenebrio reticulatus De Geer, 1778	De Geer, 1778	species	Tenebrio													
98bc0abb-3e27d-48462-7e9c1-3325d2f06	Ceromelaephus		subgenus														
1245	Somaticus (Clinocranion) planatus Solier, 1843	Solier, 1843	species	Somaticus													
c9cae5de-ea97a-37905-a97b5-b274bfe7a	Trichotrachys		subgenus														
1328	Trachynotus recurvus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
458	Phrynocolus gallanus Wilke, 1921	Wilke, 1921	species	Phrynocolus													
93073505-ccf2d-1fef2-72bdb-cd80e47c7	Iugidorsum		genus														
1059	Vieta costata Allard, 1874	Allard, 1874	species	Vieta													
433	Psammophanes (Psammostretus) bisbicostatus leleupi Koch, 1953	Koch, 1953	subsp.	Psammophanes			leleupi										
504	Amiantus reichardi Kolbe, 1886	Kolbe, 1886	species	Amiantus													
1407	Sepidium acuminatus Quensel, 1806	Quensel, 1806	species	Sepidium													
1226	Somaticus (Acromaticus) praephallatus Koch, 1955	Koch, 1955	species	Somaticus													
1268	Somaticus (Tracheloeum) maculosus Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
897	Phanerotomea kulzeri Koch, 1952	Koch, 1952	species	Phanerotomea													
141	Moluris gibba Pallas, 1781	Pallas, 1781	species	Moluris													
734	Ocnodes (Ocnodes) mixtus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
356	Psammophanes (Psammophanes) mirei Pierre, 1979	Pierre, 1979	species	Psammophanes													
603	Namibomodes serrimargo Gebien, 1938	Gebien, 1938	species	Namibomodes													
668	Ocnodes (Ocnodes) argenteofasciatus Koch, 1953	Koch, 1953	species	Ocnodes													
455	Phrynocolus undaticostis Fairmaire, 1887	Fairmaire, 1887	species	Phrynocolus													
940	Phanerotomea puncticollis Koch, 1952	Koch, 1952	species	Phanerotomea													
1149	Sepidium confusum Allard, 1874	Allard, 1874	species	Sepidium													
f35a7655-4306b-31394-b89cc-8feaef976	Psammodes		genus														
291	Psammodes refleximargo Gebien, 1920	Gebien, 1920	species	Psammodes													
629	Pterostichula (Ripicolodes) omurambestris Koch, 1952	Koch, 1952	species	Pterostichula													
664	Ocnodes (Chiliarchum) guerini Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1056	Vieta bulbifera Fairmaire, 1897	Fairmaire, 1897	species	Vieta													
1078	Vieta muscosa Gerstaecker, 1871	Gerstaecker, 1871	species	Vieta													
1210	Somaticus (Acromaticus) algoensis Koch, 1955	Koch, 1955	species	Somaticus													
1263	Somaticus (Tracheloeum) giganteus Koch, 1955	Koch, 1955	species	Somaticus													
249	Psammodes lanuginosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
620	Pterostichula (Pterostichula) ellamariae Koch, 1952	Koch, 1952	species	Pterostichula													
443	Phrynocolus auriculatus Gebien, 1910	Gebien, 1910	species	Phrynocolus													
653	Psammodes pictus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
884	Psammodes myrmidon Péringuey, 1899	Péringuey, 1899	species	Psammodes													
406	Phrynophanes squamifer gridellianus Koch, 1960	Koch, 1960	subsp.	Phrynophanes			gridellianus										
1355	Somaticus (Bechuanitis) geniculatus hessei Koch, 1955	Koch, 1955	subsp.	Somaticus			hessei										
627	Pterostichula (Ripicolodes) frontalis Koch, 1952	Koch, 1952	species	Pterostichula													
684	Ocnodes (Ocnodes) confertus Koch, 1952	Koch, 1952	species	Ocnodes													
1282	Somaticus (Trachyderes) eremicola Koch, 1955	Koch, 1955	species	Somaticus													
824	Ocnodes (Ocnodes) ferreirae zulu Koch, 1952	Koch, 1952	subsp.	Ocnodes			zulu										
964	Psammodes tibialis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
979	Psammodes sulcicollis Péringuey, 1885	Péringuey, 1885	species	Psammodes													
63f3fb75-7496a-d554b-31679-c98a4ffae	Brinckia		genus														
257	Psammodes mimipinguis Koch, 1953	Koch, 1953	species	Psammodes													
1027	Sepidium kaszabi Mal, 1990	Mal, 1990	species	Sepidium													
1195	Ethmus (Ethmus) tessellatus Koch, 1958	Koch, 1958	species	Ethmus													
1291	Somaticus (Trachyderes) pygmaeus Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
1350	Somaticus (Acromaticus) praephallatus frigidorae Koch, 1955	Koch, 1955	subsp.	Somaticus			frigidorae										
548	Psammodes mendax Péringuey, 1899	Péringuey, 1899	species	Psammodes													
566	Psammodes naivashanus Lesne, 1922	Lesne, 1922	species	Psammodes													
33	Trachynotidus alstoni Péringuey, 1885	Péringuey, 1885	species	Trachynotidus													
730	Ocnodes (Ocnodes) mendicus Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
582	Psammodes gracilentus Fairmaire, 1882	Fairmaire, 1882	species	Psammodes													
1116	Sepidiacis compressus Fairmaire, 1884	Fairmaire, 1884	species	Sepidiacis													
740	Ocnodes (Ocnodes) notatum Thunberg, 1787	Thunberg, 1787	species	Ocnodes													
765	Ocnodes (Ocnodes) scabricollis Gerstaecker, 1854	Gerstaecker, 1854	species	Ocnodes													
1232	Somaticus (Acromaticus) suturalifer Koch, 1955	Koch, 1955	species	Somaticus													
1290	Somaticus (Trachyderes) plutus Koch, 1955	Koch, 1955	species	Somaticus													
482	Pimelia planata Thunberg, 1787	Thunberg, 1787	species	Pimelia													
1396	Trachynotus lightfooti Péringuey, 1892	Péringuey, 1892	species	Trachynotus													
f08be9bf-b731c-ce7c3-e1785-d4212004d	Phrynocolus		subgenus														
612	Palpomodes (Palpomodes) halophilus Koch, 1958	Koch, 1958	species	Palpomodes													
263	Psammodes nitidicollis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
271	Psammodes pilifer Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
330	Psammodes validus Kratz, 1897	Kratz, 1897	species	Psammodes													
7006f9e3-2aa4e-3c91d-de563-7c57151bf	Trachyderes		subgenus														
1277	Somaticus (Trachyderes) bipunctatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
457	Phrynocolus abyssinicus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Phrynocolus													
87	Arturium wembericum Wilke, 1921	Wilke, 1921	species	Arturium													
237	Psammodes hirtus Bertoloni, 1849	Bertoloni, 1849	species	Psammodes													
1162	Dymonus tuberculata Solier, 1844	Solier, 1844	species	Dymonus													
89	Brachyphrynus gallanus Wilke, 1921	Wilke, 1921	species	Brachyphrynus													
963	Moluris tenebrosus Erichson, 1843	Erichson, 1843	species	Moluris													
1379	Somaticus (Trichotrachys) terricola setulosus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	subsp.	Somaticus			setulosus										
536	Hypomelus quadricostatus Fåhraeus, 1870	Fåhraeus, 1870	species	Hypomelus													
901	Phanerotoma elongatum Solier, 1843	Solier, 1843	species	Phanerotoma													
939	Phanerotomea punctatissimus Koch, 1952	Koch, 1952	species	Phanerotomea													
adc5a748-ea928-6e3c8-86ef5-f4c8f0373	Spinophrynus		subgenus														
310	Psammodes spiculosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
118	Distretus (Perdistretus) mormolyce Koch, 1953	Koch, 1953	species	Distretus													
268	Psammodes ovipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
593	Decoriplus discicollis Louw, 1979	Louw, 1979	species	Decoriplus													
1445	Trachynotus bipunctatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
1029	Sepidium lusitanicum Kaszab & Pinheiro, 1972	Kaszab & Pinheiro, 1972	species	Sepidium													
1302	Somaticus (Trichotrachys) metropolis Koch, 1955	Koch, 1955	species	Somaticus													
1381	Somaticus (Trichotrachys) varicollis disconnectus Koch, 1955	Koch, 1955	subsp.	Somaticus			disconnectus										
1160	Sepidium sexcornuta Fairmaire, 1897	Fairmaire, 1897	species	Sepidium													
1404	Trachynotus punctiger Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
1419	Trachynotus angustus Péringuey, 1886	Péringuey, 1886	species	Trachynotus													
200	Psammodes coloratus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
b4590ab6-d44a0-9c323-3286d-3f8859fc8	Psammolophus		subgenus														
401	Melanolophus sexcostatus hellardi Koch, 1960	Koch, 1960	subsp.	Melanolophus			hellardi										
1338	Epairopsis frontalis variegata Péringuey, 1892	Péringuey, 1892	subsp.	Epairopsis			variegata										
933	Phanerotomea perlucidus Koch, 1952	Koch, 1952	species	Phanerotomea													
613	Palpomodes (Palpomodes) physopterus Gebien, 1920	Gebien, 1920	species	Palpomodes													
807	Tarsocnodes madida Koch, 1952	Koch, 1952	species	Tarsocnodes													
912	Phanerotomea mimeticus Koch, 1952	Koch, 1952	species	Phanerotomea													
924	Moluris osbecki Billberg, 1815	Billberg, 1815	species	Moluris													
1331	Trachynotus tricostatus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
534	Psammodes giganteus Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Psammodes													
133	Melanolophus gridellii Koch, 1956	Koch, 1956	species	Melanolophus													
487	Pimelia gibba Herbst, 1799	Herbst, 1799	species	Pimelia													
252	Psammodes longicornis Kirby, 1819	Kirby, 1819	species	Psammodes													
799	Tarsocnodes dilaticollis Muller, 1887	Muller, 1887	species	Tarsocnodes													
1080	Vieta pallidicornis Koch, 1958	Koch, 1958	species	Vieta													
1207	Oxycerus resolutus Péringuey, 1904	Péringuey, 1904	species	Oxycerus													
1258	Somaticus (Somaticus) welwitschi Koch, 1955	Koch, 1955	species	Somaticus													
424	Psammophanes (Psammophanes) pilosiusculus ruandanus Koch, 1953	Koch, 1953	subsp.	Psammophanes			ruandanus										
108	Distretus (Distretus) undatus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Distretus													
182	Physophrynus manicanus Péringuey, 1899	Péringuey, 1899	species	Physophrynus													
1362	Somaticus (Clinocranion) planatus drukeri Koch, 1955	Koch, 1955	subsp.	Somaticus			drukeri										
1095	Vieta vietomorphoides Kwieton, 1978	Kwieton, 1978	species	Vieta													
1286	Somaticus (Trachyderes) gunvorae Koch, 1953	Koch, 1953	species	Somaticus													
469	Psammodes dissociatus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
956	Psammodes sjoestedti Gebien, 1910	Gebien, 1910	species	Psammodes													
957	Phanerotomea spatulipes Koch, 1952	Koch, 1952	species	Phanerotomea													
1	Argenticrinis lossowi   Koch, 1952	Koch, 1952	species	Argenticrinis													
698	Ocnodes (Ocnodes) fistucans Koch, 1952	Koch, 1952	species	Ocnodes													
c144833d-adc8c-6bc9c-afdb8-cb6461786	Microphligra		genus														
923	Phanerotomea opacus Solier, 1843	Solier, 1843	species	Phanerotomea													
1469	Trachynotus kraatzi Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
604	Namibomodes zarcoi Koch, 1962	Koch, 1962	species	Namibomodes													
777	Ocnodes (Ocnodes) tarsocnoides Koch, 1952	Koch, 1952	species	Ocnodes													
948	Psammodes congoanus Gebien, 1920	Gebien, 1920	species	Psammodes													
1433	Trachynotus intermedius Haag-Rutenberg, 1878	Haag-Rutenberg, 1878	species	Trachynotus													
361	Psammophanes (Psammophanes) plicatus Gerstaecker, 1871	Gerstaecker, 1871	species	Psammophanes													
431	Psammophanes (Psammophanes) terrenus rugilineatus Koch, 1953	Koch, 1953	subsp.	Psammophanes			rugilineatus										
1213	Somaticus (Acromaticus) cohaerens Koch, 1955	Koch, 1955	species	Somaticus													
438	Psammotyria lateridens nyassicus Koch, 1953	Koch, 1953	subsp.	Psammotyria			nyassicus										
1121	Tenebrio notoceros Pallas, 1781	Pallas, 1781	species	Tenebrio													
1137	Sepidium cerisyi Solier, 1843	Solier, 1843	species	Sepidium													
a8010abb-2d3a2-c0773-329a0-3790a9aa5	Amiantus		genus														
817	Tarsocnodes vernayi Koch, 1952	Koch, 1952	species	Tarsocnodes													
135	Melanolophus picteti Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Melanolophus													
224	Psammodes funestus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
333	Psammodes vialis Burchell, 1822	Burchell, 1822	species	Psammodes													
1373	Somaticus (Tracheloeum) silphoides swazicola Koch, 1955	Koch, 1955	subsp.	Somaticus			swazicola										
540	Pimelia scaber Fabricius, 1775	Fabricius, 1775	species	Pimelia													
556	Psammodes angulicauda Lesne, 1922	Lesne, 1922	species	Psammodes													
5	Bombocnodulus torridus Penrith, 1986	Penrith, 1986	species	Bombocnodulus													
102	Distretus (Distretus) amplipennis Fåhraeus, 1870	Fåhraeus, 1870	species	Distretus													
1473	Sepidium elongatus Olivier, 1795	Olivier, 1795	species	Sepidium													
798	Tarsocnodes compressitarsis Müller, 1887	Müller, 1887	species	Tarsocnodes													
1005	Sepidiostenus ruspolii Gestro, 1898	Gestro, 1898	species	Sepidiostenus													
1308	Somaticus (Trichotrachys) terricola Fåhraeus, 1870	Fåhraeus, 1870	species	Somaticus													
934	Phanerotomea planus Koch, 1952	Koch, 1952	species	Phanerotomea													
672	Ocnodes (Ocnodes) benguelensis Koch, 1952	Koch, 1952	species	Ocnodes													
703	Ocnodes (Ocnodes) gemmeulus Koch, 1952	Koch, 1952	species	Ocnodes													
345	Psammophanes (Psammophanes) castanopterus Haag-Rutenberg, 1875	Haag-Rutenberg, 1875	species	Psammophanes													
810	Tarsocnodes monasterialis Koch, 1952	Koch, 1952	species	Tarsocnodes													
1322	Trachynotus leucographus Solier, 1843	Solier, 1843	species	Trachynotus													
412	Psammodes gibbus nigrocostatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	subsp.	Psammodes			nigrocostatus										
461	Phrynocolus ikutanus Fairmaire, 1897	Fairmaire, 1897	species	Phrynocolus													
913	Psammodes misolampoides Fairmaire, 1888	Fairmaire, 1888	species	Psammodes													
b725976c-58191-2a718-89626-4ba9f0303	Hypomelina		subtribe														
328	Psammodes undulatus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
915	Phanerotomea monacha Koch, 1952	Koch, 1952	species	Phanerotomea													
1115	Echinotus dispar Péringuey, 1899	Péringuey, 1899	species	Echinotus													
27	Hypomelus villosocostatus Solier, 1843	Solier, 1843	species	Hypomelus													
644	Synhimba pruinosum Koch, 1952	Koch, 1952	species	Synhimba													
304	Psammodes segnis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
635	Stenethmus poggii Ferrer, 2004	Ferrer, 2004	species	Stenethmus													
821	Ocnodes (Chiliarchum) guerini mancus Koch 1954	Koch 1954	subsp.	Ocnodes			mancus										
481	Tenebrio gibba Pallas, 1781	Pallas, 1781	species	Tenebrio													
9	Brinckia delicata Penrith, 1986	Penrith, 1986	species	Brinckia													
184	Psammodes algoensis Péringuey, 1899	Péringuey, 1899	species	Psammodes													
835	Tarsocnodes praegrandis horribillis Koch, 1952	Koch, 1952	subsp.	Tarsocnodes			horribillis										
1365	Somaticus (Somaticus) rugosus rugosissimus Koch, 1955	Koch, 1955	subsp.	Somaticus			rugosissimus										
872	Phanerotomea ferreirae Koch, 1952	Koch, 1952	species	Phanerotomea													
887	Phanerotomea gridellii Koch, 1960	Koch, 1960	species	Phanerotomea													
1466	Trachynotus terricola Fåhraeus, 1870	Fåhraeus, 1870	species	Trachynotus													
256	Psammodes memnonius Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
378	Psammophanes (Psammostretus) neavei Gebien, 1910	Gebien, 1910	species	Psammophanes													
739	Ocnodes (Ocnodes) nervosus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Ocnodes													
1010	Sepidium bicaudatum Fairmaire, 1871	Fairmaire, 1871	species	Sepidium													
50	Hypomelus sabulosus Solier, 1843	Solier, 1843	species	Hypomelus													
51	Hypomelus plausibilis Péringuey, 1899	Péringuey, 1899	species	Hypomelus													
972	Psammodes vaticinus Péringuey, 1899	Péringuey, 1899	species	Psammodes													
80	Arturium gebieni Wilke, 1921	Wilke, 1921	species	Arturium													
210	Psammodes difficilis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
999	Sepidiostenus compressus Fairmaire, 1884	Fairmaire, 1884	species	Sepidiostenus													
522	Moluris hirtipes Laporte, 1840	Laporte, 1840	species	Moluris													
580	Psammodes prosodoides Gebien, 1910	Gebien, 1910	species	Psammodes													
931	Phanerotomea papillosus Koch, 1952	Koch, 1952	species	Phanerotomea													
1449	Trachynotus maculipennis Gebien, 1920	Gebien, 1920	species	Trachynotus													
302	Psammodes scabriusculus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
346	Psammophanes (Psammolophus) catenatus Reiche, 1850	Reiche, 1850	species	Psammophanes													
1251	Somaticus (Somaticus) bisbicostatus Gebien, 1920	Gebien, 1920	species	Somaticus													
1112	Vieta angolensis transversa Fairmaire, 1888	Fairmaire, 1888	subsp.	Vieta			transversa										
1402	Trachynotus moerens Haag-Rutenberg, 1879	Haag-Rutenberg, 1879	species	Trachynotus													
1470	Trachynotus serratus Péringuey, 1885	Péringuey, 1885	species	Trachynotus													
183	Physophrynus revoili Fairmaire, 1887	Fairmaire, 1887	species	Physophrynus													
280	Psammodes probes Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1110	Vieta angolensis biena Koch, 1958	Koch, 1958	subsp.	Vieta			biena										
1158	Dymonus dufossei Solier, 1843	Solier, 1843	species	Dymonus													
1420	Trachynotus distinctus Péringuey, 1892	Péringuey, 1892	species	Trachynotus													
1452	Trachynotus attenuatus Péringuey 1886	Péringuey 1886	species	Trachynotus													
1480	Trachynotus lacunosus Solier, 1843	Solier, 1843	species	Trachynotus													
969ebf85-704d6-fe27a-78990-064e36cb9	Ossiporis		genus														
1320	Trachynotus albulus Péringuey, 1886	Péringuey, 1886	species	Trachynotus													
1021	Sepidium dathan Crotch, 1872	Crotch, 1872	species	Sepidium													
427	Psammophanes (Psammophanes) plicatus sulcatus Gebien 1910,	Gebien 1910,	subsp.	Psammophanes			sulcatus										
1346	Ossiporis terrena chubbi Koch, 1953	Koch, 1953	subsp.	Ossiporis			chubbi										
842	Psammodes acuductus Ancey, 1883	Ancey, 1883	species	Psammodes													
893	Psammodes imitator Péringuey, 1899	Péringuey, 1899	species	Psammodes													
1453	Trachynotus gunvorae Koch, 1953	Koch, 1953	species	Trachynotus													
618	Pterostichula (Pterostichula) diaphana Louw, 1979	Louw, 1979	species	Pterostichula													
82bd691e-e0f7b-09b8e-fe86f-f6c86369e	Sepidiina		subtribe														
877	Phanerotomea fulgidus Koch, 1952	Koch, 1952	species	Phanerotomea													
1024	Sepidium hoseini Escalera, 1911	Escalera, 1911	species	Sepidium													
650	Stenethmus tentyriiniformis septentrionalis Gebien, 1937	Gebien, 1937	subsp.	Stenethmus			septentrionalis										
7ce99f06-635dd-3d710-7864b-db47fb37d	Ocnodes		subgenus														
707	Ocnodes (Ocnodes) granisterna Koch, 1952	Koch, 1952	species	Ocnodes													
753	Ocnodes (Ocnodes) procursus Péringuey, 1899	Péringuey, 1899	species	Ocnodes													
761	Ocnodes (Ocnodes) roriferus Koch, 1952	Koch, 1952	species	Ocnodes													
1043	Sepidium scebelianum Mal, 1986	Mal, 1986	species	Sepidium													
1051	Vieta angolensis Quedenfeldt, 1885	Quedenfeldt, 1885	species	Vieta													
76	Arturium crispatus Fairmaire, 1887	Fairmaire, 1887	species	Arturium													
98	Dichtha (Distretus) inflata Gerstaecker, 1854	Gerstaecker, 1854	species	Dichtha													
1329	Trachynotus reticulatus De Geer, 1778	De Geer, 1778	species	Trachynotus													
476	Amiantus carinatus Fåhraeus, 1870	Fåhraeus, 1870	species	Amiantus													
814	Tarsocnodes rugicollis Gebien, 1920	Gebien, 1920	species	Tarsocnodes													
1180	Ethmus (Ethmus) acinopoides Koch, 1954	Koch, 1954	species	Ethmus													
45	Iugidorsum cumstriis prominens Louw, 1979	Louw, 1979	subsp.	Iugidorsum			prominens										
398	Melanolophus picteti splendidus Koch 1960	Koch 1960	subsp.	Melanolophus			splendidus										
410	Psammodes gibbus gravidus Solier, 1843	Solier, 1843	subsp.	Psammodes			gravidus										
440	Amiantus multicostatus Fairmaire, 1899	Fairmaire, 1899	species	Amiantus													
e065a982-a38e7-db02d-ca9d6-a677fc085	Phrynocolus		genus														
626	Pterostichula (Ripicolodes) arenicola Koch, 1952	Koch, 1952	species	Pterostichula													
573	Psammodes rubrolineatus Lesne, 1922	Lesne, 1922	species	Psammodes													
888	Phanerotomea haemorrhoidalis Koch, 1952	Koch, 1952	species	Phanerotomea													
173	Phrynophanes scortecii Koch, 1969	Koch, 1969	species	Phrynophanes													
731	Ocnodes (Ocnodes) miles Péringuey, 1908	Péringuey, 1908	species	Ocnodes													
1183	Ethmus (Ethmus) borgesi Koch, 1958	Koch, 1958	species	Ethmus													
583	Moluris attenuatus Fairmaire, 1887	Fairmaire, 1887	species	Moluris													
22	Hypomelus profugus Péringuey, 1899	Péringuey, 1899	species	Hypomelus													
72	Arturium absciri Koch, 1959	Koch, 1959	species	Arturium													
1060	Vieta crinita Allard, 1882	Allard, 1882	species	Vieta													
497	Phrynocolus unicarinatus Wilke, 1921	Wilke, 1921	species	Phrynocolus													
508	Psammodes praeliator Péringuey, 1899	Péringuey, 1899	species	Psammodes													
529	Moluris plicatus Solier, 1844	Solier, 1844	species	Moluris													
539	Psammodes exilis Péringuey, 1899	Péringuey, 1899	species	Psammodes													
935	Phanerotomea pretorianus Koch, 1952	Koch, 1952	species	Phanerotomea													
90	Brachyphrynus kuntzeni Wilke, 1921	Wilke, 1921	species	Brachyphrynus													
374	Psammophanes (Psammostretus) bisbicostatus Gebien, 1910	Gebien, 1910	species	Psammophanes													
1394	Epairops laevigata Péringuey, 1892	Péringuey, 1892	species	Epairops													
1437	Trachynotus laevis Fåhraeus, 1870	Fåhraeus, 1870	species	Trachynotus													
1216	Somaticus (Acromaticus) georgensis Koch, 1955	Koch, 1955	species	Somaticus													
1294	Somaticus (Trachyderes) tibialis Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
413	Psammodes gibbus solieri Gebien, 1910	Gebien, 1910	subsp.	Psammodes			solieri										
131	Glyptophrynus tenuesculptus Fairmaire, 1899	Fairmaire, 1899	species	Glyptophrynus													
204	Psammodes coriaceus Gerstaecker, 1854	Gerstaecker, 1854	species	Psammodes													
218	Psammodes expletus Quedenfeldt, 1885	Quedenfeldt, 1885	species	Psammodes													
243	Psammodes intermedius Péringuey, 1899	Péringuey, 1899	species	Psammodes													
633	Stenethmus massaicus Kaszab, 1972	Kaszab, 1972	species	Stenethmus													
738	Ocnodes (Ocnodes) muliebris Koch, 1952	Koch, 1952	species	Ocnodes													
1260	Somaticus (Tracheloeum) contractus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Somaticus													
432	Psammophanes (Psammophrynus) penicillatus piacatus Koch, 1953	Koch, 1953	subsp.	Psammophanes			piacatus										
67	Amiantus opacus Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Amiantus													
99	Dichtha (Distretus) modesta Robiche, 2013	Robiche, 2013	species	Dichtha													
970	Phanerotomea umvumanus Koch, 1952	Koch, 1952	species	Phanerotomea													
363	Psammophanes (Psammophanes) pyriformis Gridelli, 1939)	Gridelli, 1939)	species	Psammophanes													
2646b4b8-2dea4-3329e-a87f9-832f65e51	Epairopsis		genus														
394	Glyptophrynus madecassus pauliani Koch, 1962	Koch, 1962	subsp.	Glyptophrynus			pauliani										
ca30a689-c8c10-832c6-154d9-dfccc60b1	Bombocnodulus		genus														
132	Glyptophrynus voeltzkowi Wilke, 1921	Wilke, 1921	species	Glyptophrynus													
1309	Somaticus (Trichotrachys) testudo Koch, 1955	Koch, 1955	species	Somaticus													
395	Glyptophrynus ovipennis serricostatus Koch, 1962	Koch, 1962	subsp.	Glyptophrynus			serricostatus										
832	Ocnodes (Ocnodes) scabricollis griqua Koch, 1952	Koch, 1952	subsp.	Ocnodes			griqua										
585	Psammodes magnophthalmus Koch, 1953	Koch, 1953	species	Psammodes													
1461	Trachynotus funestus Fåhraeus, 1870	Fåhraeus, 1870	species	Trachynotus													
1061	Vieta deckerti Ferrer, 2004	Ferrer, 2004	species	Vieta													
1299	Somaticus (Trichotrachys) hispidus Hesse, 1935	Hesse, 1935	species	Somaticus													
631	Stenethmus borealis Kaszab, 1972	Kaszab, 1972	species	Stenethmus													
680	Ocnodes (Ocnodes) cataractus Koch, 1952	Koch, 1952	species	Ocnodes													
456	Phrynocolus wembericum Wilke, 1921	Wilke, 1921	species	Phrynocolus													
932	Psammodes pedator Fairmaire, 1888	Fairmaire, 1888	species	Psammodes													
1155	Sepidium hamaticollis Fairmaire, 1887	Fairmaire, 1887	species	Sepidium													
1429	Trachynotus contractus Haag-Rutenberg, 1873	Haag-Rutenberg, 1873	species	Trachynotus													
115	Distretus (Perdistretus) auritus Koch, 1953	Koch, 1953	species	Distretus													
227	Psammodes gibbus Linnaeus, 1760	Linnaeus, 1760	species	Psammodes													
297	Psammodes rugulosipennis Haag-Rutenberg, 1871	Haag-Rutenberg, 1871	species	Psammodes													
391	Psammotyria quadriplicatus Gebien, 1910	Gebien, 1910	species	Psammotyria													
1257	Somaticus (Somaticus) stridulatus Koch, 1955	Koch, 1955	species	Somaticus													
1316	Somaticus (Tropitrachys) peregrinator Koch, 1953	Koch, 1953	species	Somaticus													
