ID	AcceptedTaxonID	Genus	SubGenusName	SpeciesEpithet	AuthorString	InfraSpeciesEpithet	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
1159	1087	Sepidium		vestitum	Guérin-Méneville, 1831				Synonym	Synonym	
1160	1088	Sepidium		sexcornuta	Fairmaire, 1897				Synonym	Synonym	
1161	1090	Sepidium		spiculosa	Gerstaecker, 1884				Synonym	Synonym	
1162	1092	Dymonus		tuberculata	Solier, 1844				Synonym	Synonym	
1163	1092	Dymonus		gibbicollis	Solier, 1843				Synonym	Synonym	
1164	1096	Sepidium		villosula	Fairmaire, 1882a				Synonym	Synonym	
1165	1101	Vietomorpha		arabica	Schuster & Gebien, 1938				Synonym	Synonym	
1166	1102	Vieta		tuberosa	Fairmaire, 1882a				Synonym	Synonym	
1167	1102	Vieta		somalica	Gebien, 1937b				Synonym	Synonym	
1385	1168	Tenebrio		cristatus	DeGeer, 1778				Synonym	Synonym	
1386	1168	Sepidium		lacunosum	Thunberg, 1787				Synonym	Synonym	
1387	1168	Brachycerus		cristatus	Fabricius, 1798				Synonym	Synonym	
1388	1168	Brachycerus		areolatus	Thunberg, 1799				Synonym	Synonym	
1389	1168	Phligra		degeeri	Laporte, 1840				Synonym	Synonym	
1390	1168	Cyrtoderes		curculioides	Solier, 1843				Synonym	Synonym	
1391	1168	Phligra		crucifera	Haag-Rutenberg, 1871a				Synonym	Synonym	
1392	1170	Phligra		hamaticollis	Péringuey, 1904				Synonym	Synonym	
1393	1172	Trachynotus		frontalis	Haag-Rutenberg, 1873				Synonym	Synonym	
1394	1172	Epairops		laevigata	Péringuey, 1892				Synonym	Synonym	
1395	1192	Tynthlobia		quadricostatus	Fairmaire, 1888b				Synonym	Synonym	
1396	1197	Trachynotus		lightfooti	Péringuey, 1892				Synonym	Synonym	
1397	1199	Phligra		minuta	Péringuey 1904				Synonym	Synonym	
1398	1207	Trachynotus		resolutus	Péringuey, 1904				Synonym	Synonym	
1399	1208	Trachynotus		adventitus	Péringuey, 1899				Synonym	Synonym	
1400	1219	Trachynotus		licinoides	Haag-Rutenberg, 1873				Synonym	Synonym	
1401	1219	Trachynotus		rusticus	Péringuey, 1899				Synonym	Synonym	
1402	1222	Trachynotus		moerens	Haag-Rutenberg, 1879				Synonym	Synonym	
1403	1224	Trachynotus		nitens	Péringuey, 1899				Synonym	Synonym	
1404	1227	Trachynotus		punctiger	Haag-Rutenberg, 1873				Synonym	Synonym	
1405	1230	Trachynotus		scaber	Haag-Rutenberg, 1873				Synonym	Synonym	
1406	1231	Sepidium		striatus	Thunberg, 1787				Synonym	Synonym	
1407	1231	Sepidium		acuminatus	Quensel, 1806				Synonym	Synonym	
1408	1235	Trachynotus		bohemani	Haag-Rutenberg, 1873				Synonym	Synonym	
1409	1236	Trachynotus		brucki	Haag-Rutenberg, 1873				Synonym	Synonym	
1410	1237	Trachynotus		cinctus	Haag-Rutenberg, 1873				Synonym	Synonym	
1411	1238	Trachynotus		geniculatus	Haag-Rutenberg, 1873				Synonym	Synonym	
1412	1240	Trachynotus		rugulosicollis	Hesse, 1935				Synonym	Synonym	
1413	1241	Trachynotus		badeni	Haag-Rutenberg, 1873				Synonym	Synonym	
1414	1241	Trachynotus		scrobiculatus	Péringuey, 1885				Synonym	Synonym	
1415	1243	Trachynotus		strangulatus	Gebien, 1920				Synonym	Synonym	
1416	1244	Trachynotus		wahlbergi	Haag-Rutenberg, 1873				Synonym	Synonym	
1417	1245	Clinocranion		planatus	Solier, 1843				Synonym	Synonym	
1418	1246	Clinocranion		spinosus	Solier, 1843				Synonym	Synonym	
1419	1247	Trachynotus		angustus	Péringuey, 1886				Synonym	Synonym	
1420	1248	Trachynotus		distinctus	Péringuey, 1892				Synonym	Synonym	
1421	1249	Trachynotus		regalis	Haag-Rutenberg, 1875				Synonym	Synonym	
1422	1250	Trachynotus		aeneus	Solier, 1843				Synonym	Synonym	
1423	1251	Trachynotus		bisbicostatus	Gebien, 1920				Synonym	Synonym	
1424	1254	Sepidium		rugosus	Fabricius, 1781				Synonym	Synonym	
1425	1254	Pimelia		leucophrys	Herbst, 1799				Synonym	Synonym	
1426	1255	Trachynotus		stali	Haag-Rutenberg, 1873				Synonym	Synonym	
1427	1255	Clinocranion		latemarginatum	Péringuey, 1885				Synonym	Synonym	
1428	1259	Trachynotus		chevrolati	Haag-Rutenberg, 1873				Synonym	Synonym	
1429	1260	Trachynotus		contractus	Haag-Rutenberg, 1873				Synonym	Synonym	
1430	1261	Trachynotus		dilatatus	Haag-Rutenberg, 1873				Synonym	Synonym	
1431	1264	Trachynotus		hoffmanni	Haag-Rutenberg, 1878				Synonym	Synonym	
1432	1265	Trachynotus		impressicollis	Péringuey, 1885				Synonym	Synonym	
1433	1266	Trachynotus		intermedius	Haag-Rutenberg, 1878				Synonym	Synonym	
1434	1267	Tracheloeum		laticollis	Hope, 1840				Synonym	Synonym	
1435	1268	Trachynotus		maculosus	Fåhraeus, 1870				Synonym	Synonym	
1436	1269	Sepidium		marginatus	Thunberg, 1787				Synonym	Synonym	
1437	1269	Trachynotus		laevis	Fåhraeus, 1870				Synonym	Synonym	
1438	1269	Trachnotus		glaber	Fåhraeus, 1870				Synonym	Synonym	
1439	1271	Trachynotus		plicipennis	Péringuey, 1899				Homonym	Synonym	
1440	1271	Trachynotus		silphoides	Fåhraeus, 1870				Synonym	Synonym	
1441	1272	Trachynotus		similis	Haag-Rutenberg, 1873				Synonym	Synonym	
1442	1274	Trachynotus		vittiger	Haag-Rutenberg, 1873				Synonym	Synonym	
1443	1275	Trachynotus		albomaculatus	Haag-Rutenberg, 1873				Synonym	Synonym	
1444	1275	Trachynotus		terrenus	Péringuey, 1885				Synonym	Synonym	
1445	1277	Trachynotus		bipunctatus	Haag-Rutenberg, 1873				Synonym	Synonym	
1446	1277	Trachynotus		pilosus	Péringuey, 1885				Synonym	Synonym	
1447	1280	Trachynotus		dubius	Péringuey, 1885				Synonym	Synonym	
1448	1280	Trachynotus		sericeus	Péringuey, 1886				Synonym	Synonym	
1449	1280	Trachynotus		maculipennis	Gebien, 1920				Synonym	Synonym	
1450	1284	Trachynotus		goryi	Solier, 1843				Synonym	Synonym	
1451	1285	Trachynotus		gracilipes	Haag-Rutenberg, 1873				Synonym	Synonym	
1452	1285	Trachynotus		attenuatus	Péringuey 1886				Synonym	Synonym	
1453	1286	Trachynotus		gunvorae	Koch, 1953c				Synonym	Synonym	
1454	1287	Trachynotus		haagi	Péringuey, 1899				Synonym	Synonym	
1455	1288	Trachynotus		incostatus	Gebien, 1920				Synonym	Synonym	
1456	1291	Trachynotus		pygmaeus	Fåhraeus, 1870				Synonym	Synonym	
1457	1291	Trachynotus		tantillus	Péringuey, 1899				Synonym	Synonym	
1458	1293	Trachynotus		tentyrioides	Haag-Rutenberg, 1873				Synonym	Synonym	
1459	1293	Trachynotus		acuticostis	Gebien 1920				Synonym	Synonym	
1460	1294	Trachynotus		tibialis	Haag-Rutenberg, 1873				Synonym	Synonym	
1461	1297	Trachynotus		funestus	Fåhraeus, 1870				Synonym	Synonym	
1462	1298	Trachynotus		griseus	Fåhraeus, 1870				Synonym	Synonym	
1463	1299	Trachynotus		hispidus	Hesse, 1935				Synonym	Synonym	
1464	1301	Trachynotus		lutulentus	Péringuey, 1899				Synonym	Synonym	
1465	1307	Trachynotus		sordidus	Gerstaecker, 1854				Synonym	Synonym	
1466	1308	Trachynotus		terricola	Fåhraeus, 1870				Synonym	Synonym	
1467	1311	Trachynotus		vestitus	Haag-Rutenberg, 1873				Synonym	Synonym	
1468	1313	Trachynotus		crinitus	Haag-Rutenberg, 1873				Synonym	Synonym	
1469	1314	Trachynotus		kraatzi	Haag-Rutenberg, 1873				Synonym	Synonym	
1470	1315	Trachynotus		serratus	Péringuey, 1885				Synonym	Synonym	
1471	1316	Trachynotus		peregrinator	Koch, 1953a				Synonym	Synonym	
1472	1319	Sepidium		scutelliformis	Laporte, 1840				Synonym	Synonym	
1473	1321	Sepidium		elongatus	Olivier, 1795				Synonym	Synonym	
1474	1329	Tenebrio		reticulatus	De Geer, 1778				Synonym	Synonym	
1475	1329	Sepidium		reticulatum	Thunberg, 1791				Synonym	Synonym	
1476	1333	Psammodes		vicinus	Haag-Rutenberg, 1871b				Synonym	Synonym	
1477	1334	Sepidium		vittatus	Fabricius, 1781				Synonym	Synonym	
1478	1334	Sepidium		vittatum	Thunberg, 1791				Synonym	Synonym	
1479	1334	Sepidium		plicatus	Wiedemann, 1823				Synonym	Synonym	
1480	1334	Trachynotus		lacunosus	Solier, 1843				Synonym	Synonym	
